No,Date,Month,Ticket number,W/O number,Category,Discirption,Location,Teams,Amount,Released Date,Days Taken,W/O Status,
189,2-Sep-25,,RFS-1-12542003123,WO/46823,Carpentry FF,REDACTED,REDACTED,Team 2 ,$145.00 ,6-Sep-25,,Closed,
190,2-Sep-25,,IM-1-12543165167,"WO/46829",Carpentry FF,REDACTED,REDACTED,Team 2 ,$356.86 ,,,Rejected,
191,2-Sep-25,,RFS-1-12542003209,"WO/46830",Carpentry FF,REDACTED,REDACTED,Team 2 ,$356.86 ,6-Sep-25,,Closed,
192,2-Sep-25,,IM-1-12543165344 ,WO/46832,Plumbing,REDACTED,REDACTED,Team 2 ,$452.50 ,6-Sep-25,,Closed,
193,2-Sep-25,, IM-1-12543164495 ,WO/46833,Carpentry RF,REDACTED,REDACTED,Team 2 ,$111.00 ,6-Sep-25,,Closed,
194,2-Sep-25,,IM-1-12542002907 ,WO/46834,Carpentry RF,REDACTED,REDACTED,Team 2 ,$283.31 ,10-Sep-25,,Closed,
195,2-Sep-25,,IM-1-12543231846 ,WO/46836,Carpentry RF,REDACTED,REDACTED,Team 2 ,$2.70 ,8-Sep-25,,Closed,
196,2-Sep-25,, IM-1-12528155377 ,WO/46837,Welding & Painting,REDACTED,REDACTED,Team 2 ,$616.00 ,8-Sep-25,,Closed,
197,2-Sep-25,, IM-1-12543758934 ,WO/46839,Carpentry RF,REDACTED,REDACTED,Team 3,$26.90 ,8-Sep-25,,Approved,
198,2-Sep-25,,IM-1-12547428260,WO/46840,Carpentry RF,REDACTED,REDACTED,Team 3,$24.30 ,10-Sep-25,,Approved,
199,2-Sep-25,,RFS-1-12542003364 ,WO/46826,Carpentry RF,REDACTED,REDACTED,Team 2 ,$73.20 ,,,Rejected,
200,2-Sep-25,,IM-1-12547428012,WO/46842,Carpentry FF,REDACTED,REDACTED,Team 3,$59.30 ,15-Sep-25,,Approved,
201,2-Sep-25,,IM-1-12546013375,WO/46841,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$600.00 ,8-Sep-25,,Closed,
202,2-Sep-25,,IM-1-12547428218,WO/46818,Welding & Painting,REDACTED,REDACTED,Team 5,"$2,646.00 ",,,Rejected,
203,2-Sep-25,,IM-1-12532578977,WO/46825,Welding & Painting,REDACTED,REDACTED,Team 5,$841.00 ,8-Sep-25,,Closed,
204,2-Sep-25,,RFS-1-12528783587,WO/46814,Carpentry FF,REDACTED,REDACTED,Team 4,"$3,035.40 ",,,Rejected,
205,2-Sep-25,,RFS-1-12549864693,WO/46828,Plumbing,REDACTED,REDACTED,T1 Plumbing,$229.14 ,8-Sep-25,,Closed,
206,2-Sep-25,,RFS-1-12543231747,WO/46835,Masonry,REDACTED,REDACTED,T1 Masonry,$446.66 ,9-Sep-25,,Approved,
207,2-Sep-25,,CT-02451,WO/46845,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,8-Sep-25,,Closed,
208,2-Sep-25,,CT-02409,WO/46751,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$715.56 ,,,Closed,
209,2-Sep-25,,CT-02450,WO/46831,Welding & Painting,REDACTED,REDACTED,T1 Painting,$106.40 ,2-Sep-25,,Closed,
210,2-Sep-25,,CT-02449,WO/46827,Plumbing,REDACTED,REDACTED,T1 Plumbing,$122.00 ,2-Sep-25,,Closed,
211,3-Sep-25,,RFS-1-12546602589,WO/46783,Welding & Painting,REDACTED,REDACTED,T1 Painting,$337.90 ,29-Sep-25,,Closed,
212,3-Sep-25,,RFS-1-12548085851,"WO/46852",Welding & Painting,REDACTED,REDACTED,Welding,$419.70 ,10-Sep-25,,Closed,
213,3-Sep-25,,RFS-1-12540074168,WO/46667,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$56.00 ,,,Closed,
214,3-Sep-25,,RFS-1-12540023894 ,WO/46856,Masonry,REDACTED,REDACTED,T1 Masonry,$181.50 ,10-Sep-25,,Closed,
215,3-Sep-25,,IM-1-12537421095,WO/46583,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,,,Closed,
216,3-Sep-25,,IM-1-12494448473,WO/46335,Welding & Painting,REDACTED,REDACTED,Welding,"$2,590.20 ",3-Sep-25,,Approved,
217,3-Sep-25,,RFS-1-12531228872,WO/46459,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$259.08 ,11-Sep-25,,Closed,
218,3-Sep-25,,CT-02459,WO/46858,Plumbing,REDACTED,REDACTED,Team 4,$544.56 ,8-Sep-25,,Closed,
219,3-Sep-25,,CT-02456,WO/46855,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,,,Closed,
220,3-Sep-25,,IM-1-12547428234,WO/46868,Welding & Painting,REDACTED,REDACTED,Team 5,$309.80 ,8-Sep-25,,Closed,
221,3-Sep-25,,IM-1-12551210054,WO/46869,Plumbing,REDACTED,REDACTED,T1 Plumbing,$304.50 ,8-Sep-25,,Closed,
222,3-Sep-25,,RFS-1-12552373518,WO/46871,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,8-Sep-25,,Closed,
223,3-Sep-25,, IM-1-12551411273,WO/46874,Masonry,REDACTED,REDACTED,Team 4,"$3,800.00 ",3-Sep-25,,Approved,
224,3-Sep-25,,IM-1-125412572515,WO/46860,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,"$1,413.42 ",8-Sep-25,,Closed,
225,5-Sep-25,,CT-02462,"WO/46876",Welding & Painting,REDACTED,REDACTED,T1 Painting,$684.00 ,8-Sep-25,,Closed,
226,5-Sep-25,,IM-1-12554333019,"WO/46875
",Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,8-Sep-25,,Closed,
227,5-Sep-25,,IM-1-12538841172,WO/46877,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$113.66 ,8-Sep-25,,Closed,
228,6-Sep-25,,IM-1-12555263644,WO/46885,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$44.25 ,8-Sep-25,,Closed,
229,6-Sep-25,,IM-1-12560200519,WO/46893,Plumbing,REDACTED,REDACTED,T1 Plumbing,$315.50 ,8-Sep-25,,Closed,
230,6-Sep-25,,IM-1-12555177139,WO/46890,Plumbing,REDACTED,REDACTED,T1 Plumbing,$138.50 ,8-Sep-25,,Closed,
231,6-Sep-25,,IM-1-12551711364,WO/46892,Welding & Painting,REDACTED,REDACTED,T1 Painting,$153.80 ,8-Sep-25,,Closed,
232,6-Sep-25,,CT-02472,WO/46896,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,8-Sep-25,,Closed,
233,6-Sep-25,,CT-02466,WO/46880,Masonry,REDACTED,REDACTED,T1 Masonry,"$1,250.30 ",8-Sep-25,,Approved,
234,7-Sep-25,,IM-1-12554122541,WO/46904,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$535.52 ,11-Sep-25,,Closed,
235,7-Sep-25,,IM-1-12533567522,WO/46913,Plumbing,REDACTED,REDACTED,T1 Plumbing,$81.50 ,11-Sep-25,,Closed,
236,7-Sep-25,,RFS-1-12535112818,WO/46899,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$331.56 ,11-Sep-25,,Closed,
237,7-Sep-25,,RFS-1-12534190753,WO/46900,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$584.88 ,18-Sep-25,,Closed,
238,7-Sep-25,,RFS-1-12521343050,WO/46901,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$301.56 ,11-Sep-25,,Closed,
239,7-Sep-25,,RFS-1-12535185730,WO/46903,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$106.14 ,11-Sep-25,,Closed,
240,7-Sep-25,,RFS-1-12555177358,WO/46907,Plumbing,REDACTED,REDACTED,T1 Masonry,$80.50 ,18-Sep-25,,Approved,
241,7-Sep-25,,IM-1-12553623124,WO/46908,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,"$1,025.64 ",11-Sep-25,,Approved,
242,7-Sep-25,,IM-1-12549739124,WO/46911,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$2,468.40 ",,,Rejected,
243,7-Sep-25,,IM-1-12549712157,WO/46910,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$3,111.00 ",,,Rejected,
244,7-Sep-25,,RFS-1-12552219443,WO/46916,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,,,Closed,
245,7-Sep-25,,CT-02488,WO/46932,Plumbing,REDACTED,REDACTED,T1 Plumbing,$368.00 ,11-Sep-25,,Closed,
246,7-Sep-25,,IM-1-12552219349,WO/46968,Welding & Painting,REDACTED,REDACTED,Team 3,$485.10 ,11-Sep-25,,Closed,
247,7-Sep-25,,CT-02476,WO/46912,Carpentry RF,REDACTED,REDACTED,Team 3,$0.00 ,8-Sep-25,,Closed,
248,8-Sep-25,,IM-1-12550432827,WO/46953,Plumbing,REDACTED,REDACTED,T1 Plumbing,$269.00 ,11-Sep-25,,Closed,
249,8-Sep-25,,IM-1-12561650629,WO/46943,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$901.50 ,15-Sep-25,,Closed,
250,8-Sep-25,,CT-02495,WO/46956,Plumbing,REDACTED,REDACTED,T1 Plumbing,$437.88 ,11-Sep-25,,Closed,
251,8-Sep-25,,CT-02496,WO/46957,Plumbing,REDACTED,REDACTED,Team 4,$18.40 ,11-Sep-25,,Closed,
252,8-Sep-25,,IM-1-12561292240,WO/46938,Welding & Painting,REDACTED,REDACTED,T1 Painting,$62.40 ,11-Sep-25,,Closed,
253,8-Sep-25,,IM-1-12551410682,WO/46939,Welding & Painting,REDACTED,REDACTED,Welding,$224.00 ,,,Closed,
254,8-Sep-25,,IM-1-12538634926,WO/46942,Masonry,REDACTED,REDACTED,T1 Masonry,$446.16 ,11-Sep-25,,Approved,
255,8-Sep-25,,RFS-1-12466842462,WO/46945,Plumbing,REDACTED,REDACTED,Team 4,$139.50 ,11-Sep-25,,Closed,
256,8-Sep-25,,IM-1-12509691482,WO/46946,Carpentry FF,REDACTED,REDACTED,Team 4,$160.00 ,11-Sep-25,,Closed,
257,8-Sep-25,,IM-1-12503467730,WO/46947,Plumbing,REDACTED,REDACTED,Team 4,$317.30 ,11-Sep-25,,Closed,
258,8-Sep-25,,RFS-1-12471221163,WO/46948,Plumbing,REDACTED,REDACTED,Team 4,$206.75 ,11-Sep-25,,Closed,
259,8-Sep-25,,IM-1-12528888188,WO/46949,Plumbing,REDACTED,REDACTED,Team 4,$112.50 ,11-Sep-25,,Closed,
260,8-Sep-25,,IM-1-12557644177,WO/46950,Plumbing,REDACTED,REDACTED,T1 Plumbing,$28.50 ,11-Sep-25,,Closed,
261,8-Sep-25,,IM-1-12561650552,WO/46954,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$7.20 ,11-Sep-25,,Closed,
262,8-Sep-25,,IM-1-12555176843,WO/46955,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$19.38 ,11-Sep-25,,Closed,
263,8-Sep-25,,RFS-1-12559661139,WO/46952,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$46.45 ,11-Sep-25,,Closed,
264,8-Sep-25,,CT-02506,WO/46963,Plumbing,REDACTED,REDACTED,T1 Plumbing,$294.50 ,11-Sep-25,,Closed,
265,9-Sep-25,,IM-1-12538112409,WO/46940,Welding & Painting,REDACTED,REDACTED,Welding,$220.00 ,11-Sep-25,,Closed,
266,9-Sep-25,,RFS-1-12561694707,WO/46981,Carpentry FF,REDACTED,REDACTED,Team 4,$477.12 ,11-Sep-25,,Closed,
267,9-Sep-25,,RFS-1-12560113967,WO/46980,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$122.64 ,11-Sep-25,,Closed,
268,9-Sep-25,,IM-1-12557669839,WO/46973,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$195.28 ,11-Sep-25,,Approved,
269,9-Sep-25,,RFS-1-12562131014,WO/46974,Plumbing,REDACTED,REDACTED,T1 Plumbing,$199.50 ,11-Sep-25,,Closed,
270,9-Sep-25,,IM-1-12562559021,WO/46975,Welding & Painting,REDACTED,REDACTED,T1 Painting,$614.60 ,11-Sep-25,,Closed,
271,9-Sep-25,,RFS-1-12535112818,WO/46977,Welding & Painting,REDACTED,REDACTED,T1 Painting,$83.70 ,,,Rejected,
272,9-Sep-25,,CT-02513,WO/46970,Plumbing,REDACTED,REDACTED,Team 4,$538.28 ,11-Sep-25,,Closed,
273,10-Sep-25,,IM-1-12525190626,WO/47002,Welding & Painting,REDACTED,REDACTED,Team 2 ,$214.00 ,16-Sep-25,,Closed,
274,10-Sep-25,,IM-1-12542003042 ,WO/47003,Welding & Painting,REDACTED,REDACTED,Team 2 ,$500.00 ,16-Sep-25,,Closed,
275,10-Sep-25,,IM-1-12551640218,"WO/47004",Plumbing,REDACTED,REDACTED,Team 2 ,$663.75 ,16-Sep-25,,Closed,
276,10-Sep-25,,RFS-1-12562254489,WO/47006,Carpentry FF,REDACTED,REDACTED,Team 2 ,$396.18 ,16-Sep-25,,Closed,
277,10-Sep-25,,RFS-1-12540494153,WO/46995,Plumbing,REDACTED,REDACTED,Team 4,$199.50 ,17-Sep-25,,Closed,
278,10-Sep-25,,IM-1-12561266143,WO/46997,Plumbing,REDACTED,REDACTED,Team 4,$80.65 ,17-Sep-25,,Closed,
279,10-Sep-25,,IM-1-12532289261,WO/46993,Plumbing,REDACTED,REDACTED,Team 4,$162.50 ,17-Sep-25,,Closed,
280,10-Sep-25,,RFS-1-12465093166,WO/46991,Plumbing,REDACTED,REDACTED,Team 4,$169.25 ,17-Sep-25,,Closed,
281,10-Sep-25,,IM-1-12554332520,WO/46988,Carpentry FF,REDACTED,REDACTED,Team 4,$16.00 ,17-Sep-25,,Closed,
282,10-Sep-25,,RFS-1-12552373975,WO/46989,Carpentry FF,REDACTED,REDACTED,Team 4,$12.00 ,,,Rejected,
283,10-Sep-25,,RFS-1-12552374445,WO/46984,Welding & Painting,REDACTED,REDACTED,Team 4,$515.80 ,17-Sep-25,,Approved,
284,10-Sep-25,,IM-1-12538112101,WO/46994,Plumbing,REDACTED,REDACTED,Team 4,$168.75 ,17-Sep-25,,Closed,
285,10-Sep-25,,IM-1-12543231682,WO/46992,Plumbing,REDACTED,REDACTED,Team 4,$161.50 ,17-Sep-25,,Closed,
286,10-Sep-25,,IM-1-12546013317,WO/46996,Plumbing,REDACTED,REDACTED,Team 4,$98.50 ,17-Sep-25,,Closed,
287,10-Sep-25,,RFS-12563846616,WO/47000,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$174.48 ,17-Sep-25,,Closed,
288,10-Sep-25,,IM-1-12503467935,WO/46999,Masonry,REDACTED,REDACTED,Team 4,$291.60 ,15-Sep-25,,Closed,
289,10-Sep-25,,IM-1-12563324806,WO/47007,Welding & Painting,REDACTED,REDACTED,T1 Painting,$344.80 ,,,Rejected,
290,10-Sep-25,,IM-1-12562203781,WO/47001,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$616.20 ,18-Sep-25,,Closed,
291,10-Sep-25,,RFS-1-12560113927,WO/47005,Plumbing,REDACTED,REDACTED,T1 Plumbing,$410.75 ,,,Rejected,
292,11-Sep-25,,CT-02536,WO/47014,Plumbing,REDACTED,REDACTED,T1 Plumbing,$538.78 ,14-Sep-25,,Closed,
293,11-Sep-25,,RFS-1-12563773933,WO/47017,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$56.00 ,16-Sep-25,,Closed,
294,11-Sep-25,,IM-1-12563324523,WO/47021,Welding & Painting,REDACTED,REDACTED,Team 4,$278.70 ,16-Sep-25,,Approved,
295,11-Sep-25,,RFS-1-12562038906,WO/47020,Welding & Painting,REDACTED,REDACTED,Team 4,$684.40 ,16-Sep-25,,Approved,
296,11-Sep-25,,IM-1-12541699349,WO/47019,Masonry,REDACTED,REDACTED,T1 Masonry,$550.00 ,16-Sep-25,,Closed,
297,11-Sep-25,,IM-1-12564589522,WO/47031,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$1,565.50 ",15-Sep-25,,Approved,
298,11-Sep-25,,IM-1-12532337521,WO/47030,Plumbing,REDACTED,REDACTED,T1 Plumbing,$98.50 ,16-Sep-25,,Approved,
299,11-Sep-25,,RFS-1-12564590313,WO/47032,Plumbing,REDACTED,REDACTED,T1 Plumbing,$323.00 ,15-Sep-25,,Closed,
300,11-Sep-25,,IM-1-12543165167,WO/47036,Plumbing,REDACTED,REDACTED,Team 2 ,$87.70 ,17-Sep-25,,Closed,
301,11-Sep-25,,IM-1-12549972010 ,WO/47025,Plumbing,REDACTED,REDACTED,Team 2 ,"$2,908.45 ",,,Rejected,
302,11-Sep-25,,IM-1-12561572514 ,WO/47034,Carpentry RF,REDACTED,REDACTED,Team 2 ,$638.40 ,18-Sep-25,,Closed,
303,11-Sep-25,,RFS-1-12562254864,WO/47033,Carpentry FF,REDACTED,REDACTED,Team 2 ,$59.64 ,17-Sep-25,,Closed,
304,11-Sep-25,,IM-1-12562586537,WO/47037,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$408.06 ,16-Sep-25,,Closed,
305,11-Sep-25,,CT-02548,WO/47035,Plumbing,REDACTED,REDACTED,T1 Plumbing,$294.50 ,16-Sep-25,,Closed,
306,11-Sep-25,,CT-02553,WO/47045,Welding & Painting,REDACTED,REDACTED,T1 Painting,$99.30 ,17-Sep-25,,Closed,
307,11-Sep-25,,CT-02537,WO/47015,Masonry,REDACTED,REDACTED,T1 Masonry,$120.00 ,16-Sep-25,,Closed,
308,11-Sep-25,,CT-02150,WO/47022,Carpentry FF,REDACTED,REDACTED,Team 5,$37.40 ,17-Sep-25,,Closed,
309,11-Sep-25,,CT-02541,WO/47023,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$447.50 ,11-Sep-25,,Closed,
310,11-Sep-25,,CT-02552,WO/47039,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$443.00 ,11-Sep-25,,Closed,
311,11-Sep-25,,CT02553,WO/47040,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$447.50 ,11-Sep-25,,Closed,
312,11-Sep-25,,CT-02554,WO/47042,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$890.40 ,11-Sep-25,,Closed,
313,13-Sep-25,,RFS-1-12564589767,WO/47048,Welding & Painting,REDACTED,REDACTED,Team 2 ,$452.00 ,,,Rejected,
314,13-Sep-25,,IM-1-12564589647 ,WO/47050,Plumbing,REDACTED,REDACTED,Team 2 ,$883.36 ,15-Sep-25,,Closed,
315,13-Sep-25,,: IM-1-12561292408,"WO/47051",Welding & Painting,REDACTED,REDACTED,Team 2 ,$250.00 ,16-Sep-25,,Closed,
316,13-Sep-25,,IM-1-12565167930,WO/47077,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$45.00 ,14-Sep-25,,Closed,
317,13-Sep-25,,IM-1-12547427906,WO/47052,Plumbing,REDACTED,REDACTED,Team 3,"$1,398.06 ",15-Sep-25,,Closed,
318,13-Sep-25,,IM-1-12551410872,WO/47053,Plumbing,REDACTED,REDACTED,Team 3,$165.00 ,16-Sep-25,,Closed,
319,13-Sep-25,,RFS-1-12562254804,WO/47061,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$104.64 ,15-Sep-25,,Closed,
320,13-Sep-25,,IM-1-12551640066 ,"WO/47054",Masonry,REDACTED,REDACTED,Team 3,$190.00 ,16-Sep-25,,Closed,
321,13-Sep-25,,IM-1-12563324751,WO/47055,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$61.10 ,16-Sep-25,,Approved,
322,13-Sep-25,,IM-1-12561573411,WO/47075,Carpentry FF,REDACTED,REDACTED,Team 4,$209.00 ,15-Sep-25,,Closed,
323,13-Sep-25,, IM-1-12547865680,WO/47056,Plumbing,REDACTED,REDACTED,Team 5,$46.75 ,16-Sep-25,,Closed,
324,13-Sep-25,,IM-1-12563499510,WO/47074,Carpentry FF,REDACTED,REDACTED,Team 4,$685.20 ,16-Sep-25,,Approved,
325,13-Sep-25,,IM-1-12563456538,"WO/47057",Plumbing,REDACTED,REDACTED,Team 5,$936.30 ,18-Sep-25,,Closed,
326,13-Sep-25,,RFS-1-12561266242,WO/47072,Carpentry FF,REDACTED,REDACTED,Team 4,$955.08 ,17-Sep-25,,Approved,
327,13-Sep-25,,IM-1-12563456614 ,WO/47058,Plumbing,REDACTED,REDACTED,Team 5,$492.00 ,16-Sep-25,,Closed,
328,13-Sep-25,,IM-1-12563457455 ,WO/47059,Plumbing,REDACTED,REDACTED,Team 5,$312.10 ,16-Sep-25,,Closed,
329,13-Sep-25,,IM-1-12563773983 ,WO/47060,Plumbing,REDACTED,REDACTED,Team 5,$144.20 ,16-Sep-25,,Closed,
330,13-Sep-25,,RFS-1-12563457309,WO/47068,Masonry,REDACTED,REDACTED,T1 Masonry,"$1,272.30 ",16-Sep-25,,Closed,
331,13-Sep-25,,IM-1-12562660270,WO/47071,Plumbing,REDACTED,REDACTED,T1 Plumbing,$29.90 ,16-Sep-25,,Approved,
332,13-Sep-25,,IM-1-12530378590 ,WO/47073,Welding & Painting,REDACTED,REDACTED,Welding,$210.40 ,16-Sep-25,,Closed,
333,13-Sep-25,,IM-1-12562760907,WO/47069,Carpentry RF,REDACTED,REDACTED,Team 4,$328.74 ,15-Sep-25,,Approved,
334,13-Sep-25,,IM-1-12563536078,WO/47067,Carpentry RF,REDACTED,REDACTED,Team 4,$140.32 ,15-Sep-25,,Closed,
335,13-Sep-25,,RFS-1-12561266293,WO/47066,Carpentry FF,REDACTED,REDACTED,Team 4,$121.08 ,15-Sep-25,,Approved,
336,13-Sep-25,,IM-1-12564961577,WO/47065,Carpentry FF,REDACTED,REDACTED,Team 4,$283.82 ,15-Sep-25,,Closed,
337,13-Sep-25,,RFS-1-12561226799,WO/47064,Carpentry RF,REDACTED,REDACTED,Team 4,$84.90 ,23-Sep-25,,Approved,
338,13-Sep-25,,RFS-1-12562760781,WO/47063,Carpentry RF,REDACTED,REDACTED,Team 4,$326.04 ,,,Rejected,
339,13-Sep-25,,RFS-1-12563346283,WO/47085,Carpentry FF,REDACTED,REDACTED,Team 5,$440.00 ,18-Sep-25,,Closed,
340,13-Sep-25,,IM-1-12562203660,WO/47083,Masonry,REDACTED,REDACTED,T1 Masonry,$590.16 ,15-Sep-25,,Approved,
341,13-Sep-25,,CT-02563,WO/47092,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,18-Sep-25,,Closed,
342,13-Sep-25,,IM-1-12421803857,WO/44274,Carpentry RF,REDACTED,REDACTED,Team 3,$47.22 ,15-Sep-25,,Approved,
343,13-Sep-25,,IM-1-12564780373,WO/47049,Plumbing,REDACTED,REDACTED,Team 2 ,$636.00 ,16-Sep-25,,Closed,
344,13-Sep-25,,CT-02556,WO/47087,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$223.80 ,13-Sep-25,,Closed,
345,13-Sep-25,,CT-02560,WO/47089,Welding & Painting,REDACTED,REDACTED,T1 Painting,$722.00 ,13-Sep-25,,Closed,
346,13-Sep-25,,IM-12563500107,WO/47062,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$486.96 ,21-Sep-25,,Approved,
347,14-Sep-25,,IM-1-12542002871,WO/46838,Welding & Painting,REDACTED,REDACTED,Team 2 ,"$1,325.50 ",15-Sep-25,,Closed,
348,14-Sep-25,,IM-1-12563391960,WO/47100,Plumbing,REDACTED,REDACTED,Team 4,$100.50 ,15-Sep-25,,Closed,
349,14-Sep-25,,RFS-1-12563847187,WO/47110,Welding & Painting,REDACTED,REDACTED,Welding,$690.50 ,14-Sep-25,,Closed,
350,14-Sep-25,,IM-1-12565886147,WO/47113,Welding & Painting,REDACTED,REDACTED,T1 Painting,$399.90 ,15-Sep-25,,Closed,
351,14-Sep-25,,RFS-1-12563499647,WO/47117,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$402.98 ,,,Rejected,
352,14-Sep-25,,RFS-1-12548085899,WO/47115,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$99.70 ,15-Sep-25,,Approved,
353,14-Sep-25,,CT-02568,WO/47111,Plumbing,REDACTED,REDACTED,T1 Plumbing,$122.50 ,15-Sep-25,,Closed,
354,14-Sep-25,,RFS-1-12561266117,WO/47096,Carpentry RF,REDACTED,REDACTED,Team 4,$433.92 ,18-Sep-25,,Approved,
355,15-Sep-25,,RFS-1-12569162927,WO/47122,Plumbing,REDACTED,REDACTED,T1 Plumbing,$364.50 ,15-Sep-25,,Closed,
356,15-Sep-25,,RFS-1-12569022928,WO/47124,Plumbing,REDACTED,REDACTED,T1 Plumbing,$364.50 ,16-Sep-25,,Closed,
357,15-Sep-25,,RFS-1-12569162577,WO/47126,Plumbing,REDACTED,REDACTED,T1 Plumbing,$218.40 ,15-Sep-25,,Closed,
358,15-Sep-25,,IM-1-12562760671,WO/47133,Plumbing,REDACTED,REDACTED,T1 Plumbing,$352.50 ,17-Sep-25,,Closed,
359,15-Sep-25,,IM-1-12568202277,WO/47132,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,17-Sep-25,,Closed,
360,15-Sep-25,,IM-1-12517401222,WO/47141,Masonry,REDACTED,REDACTED,Team 4,$618.00 ,17-Sep-25,,Approved,
361,15-Sep-25,,IM-1-12569162732,WO/47143,Masonry,REDACTED,REDACTED,T1 Masonry,$144.50 ,17-Sep-25,,Closed,
362,15-Sep-25,,IM-1-12568572772,WO/47142,Welding & Painting,REDACTED,REDACTED,T1 Painting,$77.20 ,17-Sep-25,,Closed,
363,15-Sep-25,,RFS-1-12563095407,WO/47152,Welding & Painting,REDACTED,REDACTED,Welding,$858.00 ,18-Sep-25,,Closed,
364,15-Sep-25,,IM-1-12565235613,WO/47154,Carpentry RF,REDACTED,REDACTED,Team 4,$251.64 ,17-Sep-25,,Closed,
365,16-Sep-25,,IM-1-12569107912,WO/47159,Carpentry RF,REDACTED,REDACTED,Team 2 ,$828.60 ,17-Sep-25,,Closed,
366,16-Sep-25,,RFS-1-12569023420,WO/47160,Carpentry FF,REDACTED,REDACTED,,$532.00 ,17-Sep-25,,Closed,
367,16-Sep-25,,IM-1-12568264365,WO/47155,Plumbing,REDACTED,REDACTED,Team 4,$40.00 ,17-Sep-25,,Closed,
368,16-Sep-25,,IM-1-12568201760,WO/47147,Plumbing,REDACTED,REDACTED,T1 Plumbing,$347.00 ,17-Sep-25,,Closed,
369,16-Sep-25,,IM-1-12466275854,WO/47150,Masonry,REDACTED,REDACTED,T1 Carpentry,"$1,332.40 ",21-Sep-25,,Closed,
370,16-Sep-25,,IM-1-12569847940,WO/47151,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$60.00 ,17-Sep-25,,Closed,
371,16-Sep-25,,IM-1-12569792977,WO/47164,Welding & Painting,REDACTED,REDACTED,T1 Painting,$194.40 ,17-Sep-25,,Closed,
372,16-Sep-25,,IM-1-12569107987,WO/47165,Masonry,REDACTED,REDACTED,T1 Masonry,$840.00 ,21-Sep-25,,Closed,
373,16-Sep-25,,RFS-1-12566258884,WO/47166,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$74.40 ,17-Sep-25,,Closed,
374,16-Sep-25,,CT-02569,WO/47145,Carpentry FF,REDACTED,REDACTED,Team 4,$117.25 ,16-Sep-25,,Closed,
375,17-Sep-25,,IM-1-12563581518,WO/47070,Carpentry FF,REDACTED,REDACTED,Team 4,$117.20 ,18-Sep-25,,Closed,
376,17-Sep-25,, CT-02587 ,WO/47176,Plumbing,REDACTED,REDACTED,Team 2 ,$592.03 ,17-Sep-25,,Closed,
377,17-Sep-25,,CT-02586,WO/47173,Plumbing,REDACTED,REDACTED,T1 Plumbing,$338.50 ,18-Sep-25,,Closed,
